Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12655,2022-02-24,-0.076622402,-0.021089132,-0.018749474,21,100
Market-Adjusted Model,12656,2022-02-24,-0.037779225,0.0228935312,0.0200937034,21,100
Market-Adjusted Model,12657,2022-02-24,-0.03423197,0.0248360536,0.0236409583,21,100
Market-Adjusted Model,12658,2022-02-24,-0.024900612,0.0359869887,0.0329723167,21,100
Market-Adjusted Model,12659,2022-02-24,-0.006798724,0.05210357,0.0510742048,21,100
Market-Adjusted Model,12662,2022-02-24,-0.105563512,-0.05226822,-0.047690583,21,100
Market-Adjusted Model,12665,2022-02-24,-0.63339857,-0.874875742,-0.588907404,17,100
Market-Adjusted Model,12666,2022-02-24,-0.008280292,0.048396172,0.049592636,21,100
Market-Adjusted Model,12668,2022-02-24,0.4044198585,0.4182969907,0.462292787,21,100
Market-Adjusted Model,12672,2022-02-24,-0.000946175,0.0562270848,0.0569267532,21,100
Market-Adjusted Model,12673,2022-02-24,-0.044271206,0.0127618174,0.0136017222,21,100
Market-Adjusted Model,12675,2022-02-24,-0.03377855,0.0227800957,0.0240943786,21,100
Market-Adjusted Model,12676,2022-02-24,-0.026029083,0.0304313075,0.0318438452,21,100
Market-Adjusted Model,12680,2022-02-24,-0.253393687,-0.22420837,-0.195520758,21,100
Market-Adjusted Model,12681,2022-02-24,-0.032587362,0.026227702,0.025285566,21,100
Market-Adjusted Model,12684,2022-02-24,0.0877192873,0.1490112938,0.1455922158,21,100
Market-Adjusted Model,12690,2022-02-24,-0.244707893,-0.194905589,-0.186834964,21,100
Market-Adjusted Model,12693,2022-02-24,-0.014803946,0.0424824278,0.0430689823,21,100
Market-Adjusted Model,12697,2022-02-24,-0.137755092,-0.085359354,-0.079882163,21,100
Market-Adjusted Model,12699,2022-02-24,-0.272126803,-0.192420286,-0.214253875,21,100
Market-Adjusted Model,12717,2022-02-24,-0.036947806,0.0242874572,0.0209251226,21,100
Market-Adjusted Model,12728,2022-02-24,-0.891364156,-1.623055832,-0.857500489,16,100
Market-Adjusted Model,12741,2022-02-24,-0.033632655,0.0239519392,0.0242402734,21,100
Market-Adjusted Model,12745,2022-02-24,0.0414937374,0.1463607935,0.099366666,21,100
Market-Adjusted Model,12747,2022-02-24,-0.003633735,0.0537848919,0.0542391937,21,100
Market-Adjusted Model,12748,2022-02-24,-0.054723055,0.001558118,0.0031498734,21,100
Market-Adjusted Model,12751,2022-02-24,-0.125302456,-0.057960863,-0.067429527,21,100
Market-Adjusted Model,12753,2022-02-24,-0.018446196,0.0394613892,0.0394267329,21,100
Market-Adjusted Model,12754,2022-02-24,-0.062582104,-0.001764826,-0.004709176,21,100
Market-Adjusted Model,12756,2022-02-24,-0.080821936,-0.016768233,-0.022949007,21,100
Market-Adjusted Model,12758,2022-02-24,0.6879659081,0.7404323572,0.7458388366,21,100
Market-Adjusted Model,12759,2022-02-24,0.0252873209,0.0931320662,0.0831602495,21,100
Market-Adjusted Model,12781,2022-02-24,0.0796647547,0.1364325554,0.1375376832,21,100
Market-Adjusted Model,12783,2022-02-24,0.0055462272,0.0655273857,0.0634191557,21,100
Market-Adjusted Model,12786,2022-02-24,0.2998203846,0.3499015415,0.3576933131,21,100
Market-Adjusted Model,12788,2022-02-24,0.4321266547,0.4455329538,0.4899995832,21,100
Market-Adjusted Model,12789,2022-02-24,-0.079803893,0.0212557124,-0.021930965,21,100
Market-Adjusted Model,12796,2022-02-24,-0.195112509,-0.129178592,-0.137239581,21,100
Market-Adjusted Model,12799,2022-02-24,-0.609967053,-0.751779869,-0.552094124,21,100
Market-Adjusted Model,12826,2022-02-24,-0.110570474,-0.055260976,-0.052697546,21,100
Market-Adjusted Model,12828,2022-02-24,-0.102999972,-0.04864242,-0.045127044,21,100
Market-Adjusted Model,12832,2022-02-24,-0.015751305,0.0410162208,0.0421216237,21,100
Market-Adjusted Model,12839,2022-02-24,0.0413494666,0.1011169599,0.0992223951,21,100
Market-Adjusted Model,12840,2022-02-24,0.2162161779,0.2768104104,0.2740891065,21,100
Market-Adjusted Model,12841,2022-02-24,-0.096152015,-0.042327997,-0.038279087,21,100
Market-Adjusted Model,12842,2022-02-24,-0.074432027,-0.018092678,-0.016559098,21,100
Market-Adjusted Model,12844,2022-02-24,-0.129039078,-0.075228809,-0.07116615,21,100
Market-Adjusted Model,12847,2022-02-24,-0.072946837,-0.016887315,-0.015073909,21,100
Market-Adjusted Model,12852,2022-02-24,-0.081524916,-0.012911274,-0.023651988,21,100
Market-Adjusted Model,12867,2022-02-24,-0.133595475,-0.084019257,-0.075722546,21,100
Market-Adjusted Model,12868,2022-02-24,0.0256467758,0.0839032535,0.0835197043,21,100
Market-Adjusted Model,12870,2022-02-24,-0.003591912,0.0531080567,0.0542810164,21,100
Market-Adjusted Model,12871,2022-02-24,0.0138888727,0.0792545894,0.0717618012,21,100
Market-Adjusted Model,12872,2022-02-24,-0.009882091,0.0509850491,0.0479908375,21,100
Market-Adjusted Model,12874,2022-02-24,-0.014710345,0.042079735,0.0431625834,21,100
Market-Adjusted Model,12875,2022-02-24,-0.039084035,0.0193687053,0.0187888934,21,100
Market-Adjusted Model,12876,2022-02-24,-0.043565149,0.0151745878,0.0143077798,21,100
Market-Adjusted Model,12877,2022-02-24,-0.058510648,0.0066172808,-0.000637719,21,100
Market-Adjusted Model,12880,2022-02-24,-0.042891544,0.0343765122,0.0149813843,21,100
Market-Adjusted Model,12885,2022-02-24,0.0756667747,0.1321096216,0.1335397032,21,100
Market-Adjusted Model,12886,2022-02-24,-0.000886463,0.0666005268,0.0569864656,21,100
Market-Adjusted Model,12890,2022-02-24,-0.146031751,-0.090752162,-0.088158823,21,100
Market-Adjusted Model,12895,2022-02-24,0.0797283363,0.1350842609,0.1376012648,21,100
Market-Adjusted Model,12899,2022-02-24,-0.044274325,0.0121768377,0.0135986031,21,100
Market-Adjusted Model,12902,2022-02-24,-0.022691945,0.0342634572,0.035180984,21,100
Market-Adjusted Model,12904,2022-02-24,-0.015172034,0.0416809161,0.0427008944,21,100
Market-Adjusted Model,12905,2022-02-24,0.1431095321,0.2024843742,0.2009824607,21,100
Market-Adjusted Model,12912,2022-02-24,-0.145251394,-0.083813344,-0.087378466,21,100
Market-Adjusted Model,12913,2022-02-24,-0.086719967,-0.011909465,-0.028847039,21,100
Market-Adjusted Model,12919,2022-02-24,0.064421085,0.1234380807,0.1222940135,21,100
Market-Adjusted Model,12920,2022-02-24,-0.087048264,-0.030897171,-0.029175335,21,100
Market-Adjusted Model,12923,2022-02-24,-0.111492638,-0.053912539,-0.05361971,21,100
Market-Adjusted Model,12927,2022-02-24,0.0276079462,0.1137321127,0.0854808747,21,100
Market-Adjusted Model,12948,2022-02-24,-0.087966494,-0.029398296,-0.030093565,21,100
Market-Adjusted Model,12949,2022-02-24,-0.075166182,-0.018347215,-0.017293254,21,100
Market-Adjusted Model,12953,2022-02-24,-0.035858923,0.0222939511,0.0220140054,21,100
Market-Adjusted Model,12961,2022-02-24,-0.015873002,0.0670224729,0.0419999266,21,100
Market-Adjusted Model,12974,2022-02-24,0.0597526147,0.1162326546,0.1176255432,21,100
Market-Adjusted Model,12975,2022-02-24,-0.046548575,0.0116340173,0.0113243533,21,100
Market-Adjusted Model,12978,2022-02-24,0.0609558864,0.1173625428,0.1188288149,21,100
Market-Adjusted Model,12979,2022-02-24,0.0275007638,0.0839657897,0.0853736923,21,100
Market-Adjusted Model,12980,2022-02-24,0.0332643485,0.0897323317,0.091137277,21,100
Market-Adjusted Model,12981,2022-02-24,-0.070175898,-0.009694772,-0.01230297,21,100
Market-Adjusted Model,12982,2022-02-24,0.2443182229,0.2892417749,0.3021911514,21,100
Market-Adjusted Model,12991,2022-02-24,0.0273672681,0.085433442,0.0852401966,21,100
Market-Adjusted Model,12994,2022-02-24,0.1491296605,0.2003226986,0.207002589,21,100
Market-Adjusted Model,12996,2022-02-24,-0.020068833,0.0366209167,0.037804096,21,100
Market-Adjusted Model,12997,2022-02-24,0.0302737167,0.0903948005,0.0881466452,21,100
Market-Adjusted Model,12998,2022-02-24,-0.077136263,-0.017672627,-0.019263334,21,100
Market-Adjusted Model,12999,2022-02-24,0.0666902696,0.1257638763,0.1245631981,21,100
Market-Adjusted Model,13000,2022-02-24,0.0857788102,0.1405839831,0.1436517387,21,100
Market-Adjusted Model,13001,2022-02-24,0.3328894636,0.3861016882,0.3907623921,21,100
Market-Adjusted Model,13002,2022-02-24,0.0627647668,0.120512463,0.1206376953,21,100
Market-Adjusted Model,13006,2022-02-24,-0.021836569,0.0371251071,0.0360363591,21,100
Market-Adjusted Model,13007,2022-02-24,-0.080959745,-0.022615397,-0.023086817,21,100
Market-Adjusted Model,13016,2022-02-24,-0.058653778,-0.001495835,-0.000780849,21,100
Market-Adjusted Model,13019,2022-02-24,0.3167433473,0.3515169896,0.3746162758,21,100
Market-Adjusted Model,13023,2022-02-24,-0.080531838,-0.025109084,-0.02265891,21,100
Market-Adjusted Model,13024,2022-02-24,-0.028383878,0.0289689843,0.0294890506,21,100
Market-Adjusted Model,13025,2022-02-24,-0.046748269,0.0100130454,0.0111246595,21,100
Market-Adjusted Model,13026,2022-02-24,-0.054220172,0.0025095685,0.003652756,21,100
Market-Adjusted Model,13027,2022-02-24,-0.028582694,0.0291485208,0.0292902345,21,100
Market-Adjusted Model,13029,2022-02-24,-0.161130126,-0.108033933,-0.103257197,21,100
Market-Adjusted Model,13030,2022-02-24,0.4797555803,0.5370129379,0.5376285088,21,100
Market-Adjusted Model,13031,2022-02-24,-0.259969973,-0.199603618,-0.202097045,21,100
Market-Adjusted Model,13032,2022-02-24,0.1974367188,0.2794993393,0.2553096473,21,100
Market-Adjusted Model,13033,2022-02-24,-0.040942305,0.0166118858,0.0169306234,21,100
Market-Adjusted Model,13034,2022-02-24,0.0915003366,0.1469819588,0.1493732651,21,100
Market-Adjusted Model,13035,2022-02-24,-0.086074379,-0.027189658,-0.02820145,21,100
Market-Adjusted Model,13038,2022-02-24,-0.144210863,-0.078633092,-0.086337934,21,100
Market-Adjusted Model,13046,2022-02-24,0.055442265,0.1175670004,0.1133151936,21,100
Market-Adjusted Model,13076,2022-02-24,-0.008206171,0.0512566245,0.0496667577,21,100
Market-Adjusted Model,13079,2022-02-24,0.2610082473,0.3001560969,0.3188811758,21,100
Market-Adjusted Model,13084,2022-02-24,0.0125000542,0.0835966277,0.0703729827,21,100
Market-Adjusted Model,13085,2022-02-24,-0.094483968,-0.029976116,-0.03661104,21,100
Market-Adjusted Model,13089,2022-02-24,-0.073777772,-0.01305783,-0.015904843,21,100
Market-Adjusted Model,13092,2022-02-24,-0.135921055,-0.081935666,-0.078048127,21,100
Market-Adjusted Model,13102,2022-02-24,0.0355441233,0.095474482,0.0934170518,21,100
Market-Adjusted Model,13103,2022-02-24,-0.212753308,-0.162661999,-0.154880379,21,100
Market-Adjusted Model,13105,2022-02-24,0.2450677294,0.2836123337,0.3029406579,21,100
Market-Adjusted Model,13107,2022-02-24,-0.111111135,-0.00410566,-0.053238207,21,100
Market-Adjusted Model,13108,2022-02-24,-0.2431341,-0.199569513,-0.185261172,21,100
Market-Adjusted Model,13111,2022-02-24,-0.030549826,0.0333766697,0.0273231028,21,100
Market-Adjusted Model,13114,2022-02-24,-0.169285525,-0.121888302,-0.111412596,21,100
Market-Adjusted Model,13116,2022-02-24,0.0972755103,0.1607835546,0.1551484389,21,100
Market-Adjusted Model,13122,2022-02-24,-0.177997977,-0.12811789,-0.120125049,21,100
Market-Adjusted Model,13124,2022-02-24,0.227185015,0.2806160165,0.2850579435,21,100
Market-Adjusted Model,13126,2022-02-24,-0.080304431,-0.023954856,-0.022431503,21,100
Market-Adjusted Model,13129,2022-02-24,0.2597408427,0.2978524202,0.3176137712,21,100
Market-Adjusted Model,13130,2022-02-24,-0.010513109,0.047845356,0.0473598195,21,100
Market-Adjusted Model,13131,2022-02-24,-0.053566927,0.0040096394,0.0043060012,21,100
Market-Adjusted Model,13132,2022-02-24,-0.097325393,-0.035819461,-0.039452465,21,100
Market-Adjusted Model,13137,2022-02-24,-0.005004994,0.0517183138,0.0528679347,21,100
Market-Adjusted Model,13138,2022-02-24,-0.003467026,0.0532323631,0.0544059026,21,100
Market-Adjusted Model,13142,2022-02-24,-0.265222476,-0.214256425,-0.207349548,21,100
Market-Adjusted Model,13159,2022-02-24,-0.253885952,-0.210164144,-0.196013023,21,100
Market-Adjusted Model,13168,2022-02-24,-0.142142835,-0.075012909,-0.084269907,21,100
Market-Adjusted Model,13169,2022-02-24,0.0032822469,0.0615205246,0.0611551754,21,100
Market-Adjusted Model,13176,2022-02-24,-0.036849785,0.0195266238,0.0210231439,21,100
Market-Adjusted Model,13180,2022-02-24,0.1121951321,0.1745710302,0.1700680606,21,100
Market-Adjusted Model,13181,2022-02-24,-0.071273151,-0.011888645,-0.013400222,21,100
Market-Adjusted Model,13182,2022-02-24,-0.066289313,-0.009279966,-0.008416384,21,100
Market-Adjusted Model,13188,2022-02-24,-0.056726306,0.0019826465,0.0011466228,21,100
Market-Adjusted Model,13189,2022-02-24,-0.020534629,0.0369324932,0.0373382992,21,100
Market-Adjusted Model,13190,2022-02-24,-0.040330277,0.0167136068,0.0175426512,21,100
Market-Adjusted Model,13191,2022-02-24,0.1064854299,0.1823089699,0.1856020964,19,100
Market-Adjusted Model,13193,2022-02-24,0.0994517143,0.1546786046,0.1573246428,21,100
Market-Adjusted Model,13196,2022-02-24,0.0046656677,0.0738244829,0.0625385962,21,100
Market-Adjusted Model,13198,2022-02-24,-0.04018546,0.0180151794,0.0176874689,21,100
Market-Adjusted Model,13201,2022-02-24,0.6607434791,0.6624582939,0.7186164076,21,100
Market-Adjusted Model,13202,2022-02-24,-0.043795665,0.0571629521,0.0140772639,21,100
Market-Adjusted Model,13206,2022-02-24,-0.028242169,0.0332987683,0.0296307595,21,100
Market-Adjusted Model,13210,2022-02-24,-0.586088968,-0.620626092,-0.528216039,21,100
Market-Adjusted Model,13211,2022-02-24,-0.171510279,-0.118825208,-0.113637351,21,100
Market-Adjusted Model,13214,2022-02-24,-0.11342405,-0.057722467,-0.055551121,21,100
Market-Adjusted Model,13217,2022-02-24,-0.082761753,-0.024928019,-0.024888824,21,100
Market-Adjusted Model,13219,2022-02-24,-0.052496117,0.0082054286,0.0053768117,21,100
Market-Adjusted Model,13220,2022-02-24,-0.048370243,0.0090152389,0.0095026853,21,100
Market-Adjusted Model,13221,2022-02-24,-0.039393598,0.0188853393,0.0184793303,21,100
Market-Adjusted Model,13228,2022-02-24,-0.059328141,-0.003500705,-0.001455213,21,100
Market-Adjusted Model,13229,2022-02-24,-0.185213222,-0.142209273,-0.127340293,21,100
Market-Adjusted Model,13230,2022-02-24,0.208265771,0.2527018002,0.2661386995,21,100
Market-Adjusted Model,13233,2022-02-24,0.1762264193,0.2250128858,0.2340993478,21,100
Market-Adjusted Model,13234,2022-02-24,0.0580123281,0.115042712,0.1158852566,21,100
Market-Adjusted Model,13235,2022-02-24,0.0512820634,0.1092354618,0.109154992,21,100
Market-Adjusted Model,13236,2022-02-24,0.047227044,0.1058410614,0.1050999725,21,100
Market-Adjusted Model,13240,2022-02-24,-0.0092824,0.0476914709,0.048590528,21,100
Market-Adjusted Model,13241,2022-02-24,-0.031168132,0.0254619415,0.0267047969,21,100
Market-Adjusted Model,13242,2022-02-24,-0.012770048,0.0440534095,0.0451028808,21,100
Market-Adjusted Model,13244,2022-02-24,0.2934722962,0.3244181754,0.3513452247,21,100
Market-Adjusted Model,13245,2022-02-24,-0.070026279,-0.013085563,-0.01215335,21,100
Market-Adjusted Model,13246,2022-02-24,-0.093756406,-0.036796404,-0.035883478,21,100
Market-Adjusted Model,13249,2022-02-24,-0.006176339,0.0603717656,0.051696589,21,100
Market-Adjusted Model,13252,2022-02-24,-0.070465612,-0.013866533,-0.012592683,21,100
Market-Adjusted Model,13253,2022-02-24,0.6273885257,0.5748742932,0.6852614542,21,100
Market-Adjusted Model,13254,2022-02-24,-0.0935412,-0.040775365,-0.035668272,21,100
Market-Adjusted Model,13260,2022-02-24,-0.248688343,-0.211483659,-0.190815414,21,100
Market-Adjusted Model,13262,2022-02-24,-0.091075346,-0.012657389,-0.033202417,21,100
Market-Adjusted Model,13265,2022-02-24,0.1857142672,0.3105151108,0.2435871957,21,100
Market-Adjusted Model,13268,2022-02-24,-0.109679093,-0.056722757,-0.051806165,21,100
Market-Adjusted Model,13273,2022-02-24,-0.009046419,0.047839236,0.0488265092,21,100
Market-Adjusted Model,13278,2022-02-24,-0.031560541,0.0287971003,0.0263123871,21,100
Market-Adjusted Model,13279,2022-02-24,-0.165454581,-0.104061007,-0.107581653,21,100
Market-Adjusted Model,13284,2022-02-24,-0.005863188,0.0547021985,0.0520097404,21,100
Market-Adjusted Model,13286,2022-02-24,-0.037064365,0.0323748262,0.0208085636,21,100
Market-Adjusted Model,13293,2022-02-24,-0.074231864,-0.016384323,-0.016358935,21,100
Market-Adjusted Model,13296,2022-02-24,-0.099919162,-0.046910553,-0.042046234,21,100
Market-Adjusted Model,13300,2022-02-24,-0.022890978,0.0336800267,0.0349819502,21,100
Market-Adjusted Model,13301,2022-02-24,0.0526598341,0.1250201615,0.1105327626,21,100
Market-Adjusted Model,13302,2022-02-24,-0.117435553,-0.057928348,-0.059562625,21,100
Market-Adjusted Model,13303,2022-02-24,0.0425196785,0.1120938011,0.100392607,21,100
Market-Adjusted Model,13305,2022-02-24,0.0608492786,0.1306748972,0.1187222071,21,100
Market-Adjusted Model,13308,2022-02-24,-0.018647901,0.0380289895,0.0392250272,21,100
Market-Adjusted Model,13310,2022-02-24,0.1635994928,0.2155413534,0.2214724214,21,100
Market-Adjusted Model,13315,2022-02-24,-0.234541602,-0.18561293,-0.176668673,21,100
Market-Adjusted Model,13316,2022-02-24,0.0029106981,0.0512086838,0.0510250908,9,100
Market-Adjusted Model,13318,2022-02-24,-0.050461363,0.0118211024,0.0074115656,21,100
Market-Adjusted Model,13321,2022-02-24,-0.075199969,-0.01781354,-0.01732704,21,100
Market-Adjusted Model,13322,2022-02-24,-0.089549825,-0.036120393,-0.031676896,21,100
Market-Adjusted Model,13323,2022-02-24,0.2368166176,0.3098278116,0.2946895461,21,100
Market-Adjusted Model,13324,2022-02-24,-0.139423064,-0.083572151,-0.081550135,21,100
Market-Adjusted Model,13325,2022-02-24,0.1239092455,0.1997947115,0.181782174,21,100
Market-Adjusted Model,13326,2022-02-24,-0.018105646,0.0475626382,0.0397672829,21,100
Market-Adjusted Model,13328,2022-02-24,-0.100925941,-0.021636753,-0.043053013,21,100
Market-Adjusted Model,13332,2022-02-24,0.0314026407,0.0899384225,0.0892755692,21,100
Market-Adjusted Model,13337,2022-02-24,0.2753396315,0.3136089838,0.33321256,21,100
Market-Adjusted Model,13341,2022-02-24,0.0233324414,0.0818171708,0.0812053699,21,100
Market-Adjusted Model,13343,2022-02-24,0.5319426057,0.5019762727,0.5898155342,21,100
Market-Adjusted Model,13344,2022-02-24,-0.038039869,0.0195021915,0.0198330596,21,100
Market-Adjusted Model,13345,2022-02-24,-0.063872756,-0.008632212,-0.005999828,21,100
Market-Adjusted Model,13348,2022-02-24,-0.028191318,0.0284074134,0.0296816102,21,100
Market-Adjusted Model,13350,2022-02-24,-0.266666662,-0.171148661,-0.208793734,21,100
Market-Adjusted Model,13351,2022-02-24,-0.043574212,0.0142183024,0.0142987168,21,100
Market-Adjusted Model,13353,2022-02-24,0.1500110735,0.198591799,0.207884002,21,100
Market-Adjusted Model,13356,2022-02-24,-0.075790868,-0.016793919,-0.01791794,21,100
Market-Adjusted Model,13357,2022-02-24,-0.06179158,-0.005918869,-0.003918651,21,100
Market-Adjusted Model,13360,2022-02-24,0.0600707008,0.1158692411,0.1179436293,21,100
Market-Adjusted Model,13361,2022-02-24,-0.02987999,0.0267697877,0.0279929385,21,100
Market-Adjusted Model,13364,2022-02-24,-0.041719765,0.0148620095,0.0161531635,21,100
Market-Adjusted Model,13366,2022-02-24,0.2076503103,0.2515813522,0.2655232388,21,100
Market-Adjusted Model,13369,2022-02-24,0.327586213,0.3683390789,0.3854591415,21,100
Market-Adjusted Model,13375,2022-02-24,-0.023364527,0.0415044352,0.0345084018,21,100
Market-Adjusted Model,13376,2022-02-24,0.0431655068,0.1213406733,0.1010384353,21,100
Market-Adjusted Model,13379,2022-02-24,0.0554677652,0.1232053474,0.1133406937,21,100
Market-Adjusted Model,13380,2022-02-24,0.007199382,0.064931261,0.0650723105,21,100
Market-Adjusted Model,13382,2022-02-24,-0.081476896,-0.021046601,-0.023603968,21,100
Market-Adjusted Model,13386,2022-02-24,-0.098939207,-0.046421132,-0.041066278,21,100
Market-Adjusted Model,13387,2022-02-24,-0.02994583,0.0269512437,0.0279270982,21,100
Market-Adjusted Model,13393,2022-02-24,-0.06419851,-0.008067749,-0.006325582,21,100
